#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 8.4283637, -9.0979320, -23.4939768, -0.6368250, -0.1214085,  0.4488531, -0.6150161,  5.2127752,  4.8268117,  5.2697437,  3.6701947,  4.0093676,  7.0676778,  4.6493110,  5.5657429,  2.1558706,  3.0876237,  1.3308127,  5.6291642,  3.5118003,  2.8005987,  4.9185563,  3.3307672,  3.6452008,  4.0598400,  2.6496823,  4.5594685)    0    0  27.24635872  0 0.400  18.13499977
( 9.0804083, -14.8371010, -17.9596067, -0.7183370, -0.2987220,  0.2481471, -0.5772176,  4.2149782,  3.8348450,  4.3680708,  3.7809184,  4.2933594,  4.6426466,  3.5999402,  4.4017913,  2.7496180,  5.8498860,  3.6862744,  3.6488043,  3.1011442,  2.3363960,  3.6909199,  4.4228625,  6.4979429,  6.6874970,  4.2997181,  3.5414157)    0    0  27.45124866  3 0.440  18.54780616
(10.7283800, -18.9932658, -23.3621976, -0.0022966,  0.2138828,  0.8517689, -0.4782663,  0.4513559,  4.7184612,  2.2237521,  6.9379798,  4.4313216,  5.4832157,  3.3594881,  0.7050179,  3.6433610,  3.5485835,  6.2670223,  0.2764289,  4.5997526,  3.7399850,  2.9922679,  3.7371815,  8.2551300,  9.3829836,  6.1070813,  7.1460477)    0    0  22.83580369  2 1.240  15.38329276
( 3.9133943, -16.4357588, -20.2829245,  0.5769733, -0.7267538,  0.1649081, -0.3342694,  3.5090533,  5.9768965,  2.7295081,  3.3571394,  4.3761208,  2.3790256,  3.7044303,  3.2897304,  4.2554626,  3.8789721,  4.6571258,  3.0839780,  2.8345377,  5.6273976,  6.1930585,  4.4838564,  4.0264149,  3.7383378,  3.3423188,  4.1887298)    0    0  25.51542111 24 0.000  17.13256536
( 3.2879008, -16.2637114, -20.3664870,  0.5769749, -0.7267534,  0.1649059, -0.3342687,  3.1556710,  6.0611863,  2.5982486,  3.1584724,  4.4291412,  2.2302545,  3.6285793,  3.2210507,  4.3585933,  3.7267938,  4.7036309,  3.0408185,  2.7230397,  5.7190899,  6.1461842,  4.4955877,  4.1237184,  3.6697631,  3.3573704,  4.1134125)    0    0  25.65756833 14 0.000  17.30753455
( 6.8668965, -14.7352102, -23.5612803,  0.8047476,  0.2657124,  0.0960266,  0.5220635,  2.6142271,  2.6609170,  5.5107285,  4.1500802,  4.4543933,  4.1214242,  4.4621033,  5.8432915,  4.2572023,  3.1406478,  3.4824351,  1.7090423,  1.8969940,  5.3837179,  5.1439703,  5.8186982,  2.6414016,  3.9963829,  1.9045956,  4.3188137)    0    0  18.19818253  6 0.520  12.22755881
(10.4363323, -18.9121418, -22.8770458, -0.4268387, -0.0502512,  0.6514914, -0.6251739,  0.6766608,  4.7197956,  2.4952055,  6.5804237,  4.4548289,  5.6124027,  3.4949022,  0.8693092,  3.5338221,  3.6324376,  6.1585848,  0.3180591,  4.4721078,  3.6312922,  2.9864580,  3.7480212,  8.1886077,  9.2420785,  5.9572083,  6.9495263)    0    0  23.18712773  9 4.480  15.45882480
( 8.1630600, -10.5149726, -25.0767356,  0.0544955,  0.1462280,  0.5988850,  0.7854835,  4.3306571,  6.2077787,  2.3357235,  4.9962131,  6.2091649,  5.2581940,  3.0164817,  7.5586878,  4.8914997,  2.4621647,  7.3031658,  1.3814348,  5.5838780,  3.8326133,  5.7834557,  2.6735099,  6.1739564,  5.9582308,  2.4692030,  5.1022629)    0    0  21.80373153  9 3.960  14.25937444
(10.6240560, -19.0594182, -23.2585827, -0.0022966,  0.2138828,  0.8517689, -0.4782663,  0.4578792,  4.7117164,  2.3191612,  6.8019450,  4.4612660,  5.5772922,  3.4275363,  0.6779710,  3.6332194,  3.4886748,  6.3390101,  0.0843202,  4.5777873,  3.7307872,  2.9359826,  3.7002335,  8.3071775,  9.4275702,  6.0834375,  7.1982694)    0    0  22.70867366  5 0.760  15.12013075
( 3.8951215, -16.1218217, -20.0993566,  0.5769731, -0.7267537,  0.1649082, -0.3342699,  3.2788006,  6.0462589,  2.6180498,  3.2293464,  4.4170536,  2.2309818,  3.6659102,  3.2515618,  4.3199326,  3.7914133,  4.6721020,  3.0632808,  2.8061738,  5.8334889,  6.3091860,  4.4265686,  3.9864593,  3.8154195,  3.3962140,  4.2100479)    0    0  25.64392317 13 0.000  17.02962916
( 6.8890323, -14.6584589, -23.4431343,  0.7835367,  0.2654571,  0.1246688,  0.5477777,  2.5975205,  2.6546857,  5.5379860,  4.1109849,  4.4697228,  4.1581728,  4.4741339,  5.8403537,  4.2880444,  3.1617850,  3.4530896,  1.5866309,  1.8186694,  5.2967600,  5.2070062,  5.9157010,  2.4808668,  4.0591944,  1.5354375,  4.4007441)    0    0  12.34477739 10 1.320  10.16634690
( 3.8222849, -16.3219729, -20.3335576,  0.5769730, -0.7267536,  0.1649082, -0.3342702,  3.3486615,  6.0265706,  2.6551572,  3.2417683,  4.4057347,  2.2567261,  3.6865639,  3.2282644,  4.2840118,  3.8262074,  4.6981745,  3.0237677,  2.7297838,  5.6152235,  6.0711651,  4.5430514,  4.1739398,  3.6022474,  3.3161844,  4.0875092)    0    0  26.10126016  0 5.000  17.40095853
( 1.1819426, -11.6191753, -23.5692512, -0.2121383, -0.8139797, -0.2816451,  0.4616388,  0.9882265,  4.8341706,  5.1528315,  1.2679009,  3.4440898,  2.0816625,  6.7876783,  6.2115675,  2.2751703,  5.4337650,  2.3655566,  5.0633801,  4.8057486,  7.9379405,  5.3284565,  2.1681768,  4.1786833,  1.4623457,  3.1949164,  5.2142180)    0    0  26.37958480  7 0.920  17.50198671
( 9.1954465, -15.3806058, -18.0806277, -0.7183367, -0.2987213,  0.2481481, -0.5772179,  4.0914908,  3.8450158,  4.2566217,  3.7737226,  4.0990564,  4.7112705,  3.6998713,  4.2259501,  2.5925934,  5.6731890,  3.6054321,  3.3079006,  2.9015134,  2.1629694,  3.7600118,  4.4446305,  6.9452601,  6.7391435,  4.5097494,  3.7080432)    0    0  27.21390273 11 0.040  18.14233942
( 1.4388221, -11.6219775, -23.6068858, -0.2121383, -0.8139797, -0.2816451,  0.4616388,  0.7198507,  4.8801858,  5.0626069,  1.3177295,  3.3264039,  2.3384289,  6.7401090,  6.1107620,  2.3206820,  5.3920550,  2.2534538,  5.1713778,  4.7882127,  7.7430795,  5.4108438,  1.9661406,  4.3002766,  1.2259911,  3.1759767,  5.1856969)    0    0  27.09233757  0 5.000  18.06155871
( 3.8693796, -16.3797621, -20.2584074,  0.5769730, -0.7267536,  0.1649082, -0.3342702,  3.4749702,  5.9915821,  2.7188897,  3.3160112,  4.3872500,  2.3293678,  3.7218400,  3.2578294,  4.2355503,  3.8714148,  4.7112488,  3.0468231,  2.7551123,  5.6649210,  6.0913740,  4.5071804,  4.1410331,  3.6601974,  3.3454465,  4.1031331)    0    0  25.93545965  3 2.400  17.32381845
(10.4540246, -19.4862170, -23.3527075, -0.0022966,  0.2138828,  0.8517689, -0.4782663,  0.3525848,  4.8394423,  2.4920345,  6.6274503,  4.5168390,  5.9065560,  3.6230353,  0.4923039,  3.5558290,  3.3733023,  6.4942175, -0.1801906,  4.5347964,  3.7559646,  2.8544335,  3.6176659,  8.3172384,  9.4311233,  5.9373434,  7.2759445)    0    0  22.76441413  3 2.600  15.14576240
( 5.6616863, -8.1386652, -17.6067634,  0.1477763, -0.6197949, -0.3402537,  0.6915518,  1.9473130,  1.4859103,  2.4540021,  7.0651765,  5.6285814,  1.6518750,  3.4874087,  3.3019373,  4.0677580,  2.6375797,  8.1740251,  0.9528912,  1.9047414,  5.4599917,  5.2150564,  2.8410767,  2.8436721,  1.7484738,  5.8754627,  2.8721244)    0    0 -46.53118182  1 5.000 -30.97931861
( 3.8264122, -15.5673687, -20.0924003,  0.5769837, -0.7267523,  0.1648938, -0.3342618,  3.3089698,  6.0848454,  2.5469868,  3.1814027,  4.4492377,  2.1392491,  3.6632387,  3.1913758,  4.3267068,  3.8490131,  4.7140894,  3.0082284,  2.5559846,  5.6672178,  6.2607252,  4.5696893,  4.1823490,  3.5062479,  3.2689903,  4.0451454)    0    0  25.82780535  5 0.480  17.36830269
( 3.6560840, -16.4145996, -20.1948556,  0.5769750, -0.7267543,  0.1649047, -0.3342671,  3.3154039,  6.0288128,  2.6804943,  3.1626963,  4.4056795,  2.2143302,  3.7283895,  3.1371976,  4.2275552,  3.8117453,  4.6433766,  2.9567288,  2.7213883,  5.6803620,  6.2059255,  4.5260684,  4.1251062,  3.6034268,  3.2773187,  4.1552193)    0    0  25.40910130 19 0.000  16.95819542
( 3.4157682, -12.7104740, -26.6767841, -0.2069440, -0.8407284, -0.3878321, -0.3161268,  5.2538139,  4.1243974,  4.2303393,  2.0397870,  5.2721996,  2.5268159,  4.7289064,  4.2978562,  3.6578211,  4.0204593,  3.4172247,  3.4711521,  5.0085691,  3.8213377,  3.6201762,  2.1226037,  3.3332242,  3.9242604,  4.8575120,  3.9812551)    0    0  17.48707722 10 0.280  11.59183607
( 6.8524397, -14.6495570, -23.1991324,  0.8054241,  0.2657128,  0.0950775,  0.5211983,  2.4871006,  2.8317185,  5.7748299,  3.6534277,  4.9959406,  4.5450371,  4.6189790,  5.9558332,  4.7647063,  3.3068663,  3.3748304,  1.8274123,  1.8961758,  5.3090948,  5.3576167,  5.6131773,  2.6163097,  4.0042172,  2.2612981,  4.2882325)    0    0  19.04720190  8 0.680  12.85650710
