#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 6.5606935, -11.7774174, -31.1158517, -0.3012752, -0.6939232,  0.6233051, -0.1979761,  5.0774205,  1.1529375,  5.9170394,  3.5792482,  5.4383518,  2.1806410,  4.7872174,  5.1124024,  3.5349594,  1.0634606,  5.4031762,  7.9666949,  4.0494812,  4.0349528,  8.0292848,  4.2320158,  4.6440250,  8.9210200,  2.0963144,  6.7064483)    0    0  10.86736303  2 3.480   9.08318592
(10.8815365, -14.7365544, -22.2778616,  0.6250702, -0.2015082,  0.3884432, -0.6463695,  2.5442303, -1.1116963, -0.8384719,  4.6609857,  3.2031115,  2.4403775,  2.8259527,  5.3906793,  1.8990817,  8.7008940,  3.9955904,  5.3221981,  2.7755092,  5.8068590,  3.0050797,  4.2470248,  7.0736270,  1.1966496,  2.8565234, 10.1942799)    0    0   9.30761515  1 3.800   6.65335314
(11.7072743, -20.6496187, -20.3280502,  0.2326668,  0.6512575,  0.6474159, -0.3202850,  2.4220576,  3.1951180,  4.1062495,  6.5762516,  6.8334926,  3.7284877,  4.5728576,  2.3141095,  0.6681900,  4.3000396,  3.3123981,  2.2958187,  1.2299893,  3.6540574,  1.9368351,  3.2691559,  2.0755366, 10.4274905,  5.0227831,  1.0311428)    0    0   8.37058096  3 3.960   5.59405704
( 9.1752388, -10.2605163, -17.9485851,  0.1213594, -0.6935689,  0.7094465, -0.0303283,  3.2642800,  8.2058648,  1.5609866,  2.8420248,  8.4150791,  5.0000615,  2.4512303,  1.1562474,  5.1270855,  2.8604511,  3.7879998,  2.9123708,  2.6496680,  6.4243925,  8.1651794,  7.3998116,  2.2160743,  2.9019775,  7.5083979,  7.1900638)    0    0 -77.11537203  3 3.400 -42.60247962
( 1.5257328, -12.2977765, -21.9610084, -0.7642792,  0.1200622,  0.5847782, -0.2439197, -6.0919875,  4.5891215,  6.8446353,  7.7662522, -0.1695685,  3.8885185,  3.2075389,  6.5601473,  6.3508955,  3.7651456,  0.2657859,  2.9597354,  0.7989457,  7.2043052,  7.9981701,  4.7170970,  3.2132805,  3.0062175,  2.3991692,  3.6221968)    0    0  13.31550589  2 3.800   9.32883477
( 8.8039449, -18.4240024, -29.6443131,  0.7542046,  0.3009722, -0.5708613,  0.1212789,  3.6376157,  0.0107699,  6.4932542,  5.2188509,  6.0869574,  2.2483381,  8.1175422,  3.7713183,  6.2711221,  4.3097873,  6.0157912,  4.0810293,  7.1770685,  7.2004179,  5.4144682,  1.9967489,  8.0428403,  2.5458667, 10.5445567,  0.1186931)    0    0   8.84215081  1 3.160   5.98322773
( 8.9940231, -14.7934559, -23.8624429,  0.4622482,  0.1503779,  0.5623565, -0.6689307, 10.0674656,  6.9780447,  0.8581865,  3.4342203,  2.2484180,  1.9474882,  5.2084043,  5.3204493,  5.5511559,  1.7388648,  4.8340271,  5.9386718, -0.4667907,  4.2812988,  2.2096599,  2.2127939,  2.7050625,  6.8142907,  3.6959065,  5.1853876)    0    0   4.67847190  3 3.000   5.71130136
( 7.4568600, -12.6840873, -33.0827470,  0.0660798,  0.3608496,  0.5082075,  0.7791959,  1.8940924,  2.7232758,  2.6034824,  1.2596049,  5.4581853, -0.8222505,  5.5843358,  8.2272475,  8.5509675,  6.9575309,  4.4995481,  2.8409445,  3.2061840,  6.2548373,  4.5551605,  0.4669668,  2.0045068,  6.2157024,  6.2554825,  4.2680615)    0    0   7.78210077  4 3.160   4.73836322
(10.4246993, -19.5480887, -23.0941640,  0.5971866, -0.5341178, -0.3532537,  0.4830096,  7.9469813,  5.1598819,  5.6191874,  2.1528574,  2.5749377,  6.4623907,  5.6985023,  2.4576763,  0.7226568,  4.2789847,  4.6742926,  4.8894979,  6.0858369,  9.5219936,  5.3428585,  2.1798576,  6.6298084,  4.2447997,  3.1455505,  5.3734972)    0    0   5.92591154  3 3.080   8.44037419
( 8.9016907, -12.9732564, -16.1864919, -0.0866343,  0.6170878, -0.7689554,  0.1428452,  1.4054743,  2.4776384,  1.5597971,  5.2718076,  1.8201725,  3.8867297, -1.6891178, -1.9219725,  4.4326654,  5.4458240,  5.4748430,  6.1434823,  6.2978317,  4.3842183,  2.6589322,  3.3947044,  2.9372873,  4.9481323,  2.3972092,  3.0634762)    0    0 -81.07064331  1 4.120 -54.39616373
( 8.5620461, -14.4653966, -27.1340826,  0.8068675,  0.2647071,  0.0938987,  0.5196904,  2.1102103,  1.2989196,  7.1286781,  3.9018325,  3.4742306,  4.7729302,  4.6327110,  6.4584339,  4.1474393,  4.3833589,  2.9185049,  1.6348303,  1.2981381,  4.9305551,  8.7395171,  4.5210738, -0.4479702,  3.4628397,  5.7632427,  3.2932912)    0    0  10.77888160  2 3.480   7.23036751
( 6.5116381, -17.2624091, -16.4629783, -0.2730589, -0.0788600, -0.9180547,  0.2763974,  5.5970979,  4.0021779,  1.0301079, -0.2956535,  5.8794574,  5.8745293,  4.7801198,  8.2162080,  2.8312051, -0.7813891,  1.3035987,  0.4573312,  3.3587275,  1.5018456,  2.3150805,  3.8085438,  1.3684680,  4.4667497,  2.5112473,  8.1434840)    0    0 -31.05009750  2 3.320 -21.62758439
( 2.0876979, -11.6481615, -23.6306018, -0.3379182, -0.7469328, -0.2801102,  0.4994406,  1.5187908,  3.7940622,  4.3196817,  1.6533237,  3.6380325,  2.5667524,  6.5164681,  4.7827370,  0.2562595,  4.6689250,  6.0237010,  2.9991234,  3.2512915, 12.7227260,  8.0133548,  3.1608107,  5.7469145, -1.2841750,  0.7991006,  3.7887477)    0    0  11.41256544  1 4.040   8.20821086
(10.6959325, -13.4194377, -25.1705910,  0.4974225,  0.1862987, -0.8112025, -0.2445695,  0.9273902, -0.7366451,  3.8252569,  6.5554578, -0.2992089,  6.8628255,  2.0237561,  3.4197488,  2.8396428,  4.6845580,  3.8841977,  6.4107139,  3.2147170,  6.3715159,  4.4354951,  1.4151916,  6.4049236,  2.4998917,  3.6122679,  3.7944920)    0    0  14.31562808  0 3.960   9.22871405
( 3.7066429, -8.4324623, -22.4578261, -0.0273119, -0.6690673, -0.5268351,  0.5234958,  2.6306476,  3.2761412,  1.4517190,  3.4262077,  2.5826370,  6.2959403,  4.4347410, -0.9266294,  2.1919755,  6.0097002,  2.7011853,  8.3743723,  4.1795228,  6.9870834,  1.7618657,  0.3655879,  2.6973245,  5.6890010,  7.6152295,  3.0996147)    0    0   0.20019339  1 4.120   0.11399616
( 4.7089194, -14.0018944, -16.0786562, -0.3419755, -0.1707331, -0.7115172,  0.5896154,  5.0502019,  5.6819150,  3.8969205,  5.5719717,  0.1159000,  5.1336210,  8.0513744,  6.8332126,  9.4621276,  2.7339856,  0.9916576,  1.6273415,  6.5290174, -1.8525087,  2.4169156,  3.4843641,  1.3822039,  6.9740431,  1.9311292, -0.9929818)    0    0 -46.11907367  3 3.400 -16.67393334
(11.1011212, -18.9925449, -23.3496989,  0.5186275,  0.3174245,  0.4146996, -0.6769723,  2.4771171,  8.0965343,  5.1610908,  3.3289684,  3.6509671,  0.7251310,  5.2404991,  0.5474970,  0.3327745,  5.2957022,  4.3749409,  6.5413086,  0.0532730,  5.4789241,  1.2008764,  2.9546576,  2.4278980,  4.5683647,  0.6908260,  3.0972598)    0    0   9.10228012  1 3.560   7.85748397
( 6.1181309, -7.9552725, -17.6963485,  0.1473931, -0.6234336, -0.3366852,  0.6901079,  0.3219299,  2.2991109,  6.0976722,  9.5751679,  2.1090894,  9.7452319,  0.1210129,  0.0816358,  5.1892587, 10.2874470,  6.1778375, -1.0594032,  1.3715770,  1.9809655, 10.9929752,  3.0079123,  4.1277614,  1.6254900,  5.3958705,  3.5944956)    0    0 -48.45486016  0 4.200 -32.52003170
( 4.9211628, -15.9744742, -20.1072592,  0.5085626, -0.5871704,  0.4223689, -0.4671184,  3.2971276,  7.2297489,  0.9682429,  0.9342563,  5.1553657,  1.5796385,  1.9542839, -0.5060229,  5.5138815,  4.0134275,  3.3810146,  6.3587491,  2.9284835,  5.2116807,  7.0424182,  3.9825128,  3.5494114,  0.9326549,  1.9404049,  5.1165828)    0    0   1.04018162  3 3.240  11.20668224
( 3.5110185, -18.0999812, -22.7223962,  0.1960342, -0.3397877, -0.6967760,  0.6005149, -0.6614650,  0.8124139,  3.4462794,  2.1395254,  3.7237074,  4.4775565,  1.1098486,  7.6276563,  6.3964950,  3.3355282,  2.1509009,  6.9662263, -1.2852024,  2.4482255, -0.4472185,  7.6722315,  7.8338220,  9.7876268,  5.9476850,  3.4832647)    0    0   8.23128397  2 3.800   6.69054337
( 3.5866575, -14.2713483, -27.7786184,  0.0716669,  0.8865600,  0.3261583,  0.3201500,  4.3855183,  6.6442819,  4.4214325,  3.2482099,  8.5046962,  1.5610067,  6.1675021, -0.0944435,  0.6675190,  3.3166178,  4.1959902,  0.9817026,  5.2413754,  6.6149657, -1.1376366,  0.7224441,  3.8687993,  0.3188742,  4.8171609,  1.6353851)    0    0  12.04581551  0 4.040   9.70322727
( 9.0347349, -14.0352051, -28.8286734,  0.6687696,  0.1157369,  0.3181127,  0.6619340,  2.1982772,  3.9439900,  2.7592702,  3.6823017,  6.9277292,  6.3585538,  5.8972619,  4.9485662,  5.6614454,  0.1141669,  0.6680366,  6.2696302, -1.5511726,  8.2422764, -2.4484531,  7.0313761,  5.4509797,  4.9561463,  4.3359915,  7.0064928)    0    0  10.91244791  0 3.960   7.55321968
(11.1196624, -9.3501870, -26.8009658,  0.3354724,  0.1886411,  0.5897812,  0.7099513,  6.7328148,  4.6721679,  5.0226401,  8.4566862,  3.7412564,  3.7866435,  8.1442640,  1.3617896,  1.5669366,  3.7669147,  1.5177145,  7.5408297, 10.6732641,  7.7830403,  8.7063018,  6.5088096,  9.3534621,  0.2286109,  4.6481250,  5.6454919)    0    0  15.43585068  0 4.200  10.33289077
( 1.8225049, -19.5349033, -25.0369821, -0.5842938,  0.4025758,  0.5827475, -0.3961551,  1.8183963,  7.8262151,  4.4208448,  1.2541407,  3.2826752,  0.7708241, -0.3264033,  9.0027205,  2.5755304,  8.0087323,  5.4517435,  1.3333233,  0.0049218,  4.4368779,  9.6300870,  6.1411049,  4.1089176,  5.6342804,  4.7348595,  5.2410475)    0    0   7.78494334  4 3.800   2.57615097
( 6.6689968, -17.7978695, -16.2769644,  0.3943526, -0.7884140, -0.3829302,  0.2761410,  6.3660283,  3.3517546,  2.4756508,  2.4955801,  4.9540125,  5.5226331,  3.6479863,  3.7947066,  2.1610978,  4.5430676,  5.0837867,  0.1792077,  5.6962601,  2.8323034,  2.3872358,  6.2122620,  0.9373265,  3.6666615,  1.9607232,  6.8920113)    0    0 -42.08016615  4 3.480 -26.69000661
( 7.3955349, -12.3014877, -32.8436515, -0.1316843,  0.2016073,  0.6483465,  0.7222608,  1.8600203,  4.2657667,  1.9001771, -2.4460104,  1.9367303,  5.3423433,  1.8768128,  4.3841147,  5.3803715,  8.5242230,  1.4654570,  4.2061077,  2.6376205,  3.8130515,  4.1352913,  0.7500039,  4.3903760,  5.1189560,  5.5775737, -0.5857062)    0    0   8.15980990  3 3.640   4.80016835
( 8.1188948, -12.9457414, -33.2102271, -0.0991157,  0.9022401,  0.2644542,  0.3258878,  4.0770544,  3.6714726,  1.8555301,  5.0607230,  5.2969167,  1.6669371,  2.8140833,  4.0796108,  1.9452194,  1.3294590,  5.0696529,  5.5784180,  4.0429792,  3.4739291,  3.9572918,  2.8843395,  3.7175026,  5.2761672,  5.1060545,  5.9786154)    0    0   8.88268215  2 3.240   6.63239164
(13.6664241, -10.3138289, -22.7954306,  0.5264221,  0.0954697, -0.7668168, -0.3546228,  2.9254949,  3.9935799,  3.3242726,  2.0919533,  1.0576639,  7.9346776,  3.3060476,  6.0458204,  1.2168297,  4.3014480,  4.0678956,  4.8416717,  4.3353206,  3.0414255,  2.6646230,  5.2578971,  5.9761441,  6.4740623,  2.5570872,  2.1525989)    0    0  13.93046530  3 2.840  11.84044832
(10.0384114, -16.5481113, -29.4733032,  0.9085040,  0.1427578, -0.0033322,  0.3927209,  0.0688666,  3.2599988,  7.0098805,  1.5371630,  7.1128841,  4.0367842,  5.0387215,  3.4905399,  1.0406877,  1.1076910,  6.8622310,  2.7161186,  3.3650598,  3.9062421,  5.8960541,  7.0066112,  8.3458938,  4.7463215, 13.0870313,  5.4203827)    0    0  10.34581860  1 4.120   6.91889291
( 3.8188244, -12.7463105, -16.5108507,  0.1804589,  0.0910880,  0.6636565, -0.7202067,  3.6669214,  7.1104921,  4.6880964,  2.2249119,  6.4251116,  7.0168921,  3.9120605,  2.7008983, -0.4806443,  6.3278136,  2.0887327,  0.7778354,  3.8381871,  4.8084181,  5.1329799,  0.5215434,  5.4162629,  6.0665703,  4.9893035, -1.2628154)    0    0 -53.74659658  3 3.400 -29.86090723
(10.7209663, -12.9708743, -25.7843341,  0.5027165,  0.1891243, -0.8272352, -0.1648941,  1.1902277,  6.8643430,  7.4264157,  4.4431366,  1.0055818,  3.3130507,  4.2882910,  4.4311003,  5.1527573,  6.7885113,  3.9622474,  6.4315092,  0.4937455,  8.5516808,  3.0453332,  6.3232557,  0.1273354,  4.3587763,  0.0091697,  2.2419896)    0    0  11.82857510  2 3.320   8.75226245
( 7.4592136, -13.7703038, -24.1354570,  0.3381876,  0.7277442,  0.4423856,  0.4003905,  8.2025216,  1.1873576,  6.0616232,  4.7563363,  6.5798491,  2.4167003,  7.9237748,  5.5619852,  7.9202637,  5.6801260,  5.2677231,  1.6718367, -0.1447902,  4.8809756,  5.4191718,  5.0658118,  2.3984634,  7.2637779,  5.2429298,  1.1232340)    0    0  16.56977172  0 4.200  11.09343686
(10.7676165, -18.7035388, -23.5537656,  0.2286540,  0.3471569,  0.7444453, -0.5224946,  2.4645921,  8.4962508,  8.2604671,  3.6711759,  3.5343242, -0.2773147,  2.8799684,  2.3048686, -1.1652404,  5.2596063,  6.7174407,  3.6701934,  1.7960022,  2.2512765,  3.3129452, -0.7425428,  2.8771069,  2.6528434,  7.3304117,  1.0243856)    0    0   9.30733672  4 3.400   6.53262915
( 8.8781333, -16.3414406, -17.6255748, -0.4839930, -0.1368447,  0.8193844, -0.2750155, 11.0333742,  5.9093658,  5.5337667,  5.3399540,  7.3645671,  4.0927071,  6.0666153,  5.4017616,  1.0568864,  3.5548167, -2.0393415,  0.1361626,  1.0439179,  3.4763217,  1.9024922,  4.9334332,  0.1637355, -1.3583713, -2.1115517,  1.0994813)    0    0 -16.13205669  0 4.120 -10.95126888
( 0.7604583, -13.6973568, -31.1487451, -0.2139110,  0.2121805,  0.3978767,  0.8665539,  2.0229906,  4.1944127,  3.4254679,  0.9366841,  0.1892021,  5.0395783,  2.8815729,  2.7480659,  0.0364968,  6.2350002,  8.9128009,  2.1840505,  2.3004964,  4.4423312,  6.7190620, -5.5303810,  3.9275650,  3.5199477,  3.2885787,  8.6259862)    0    0   2.76532651  1 4.120   1.83448806
( 2.3352264, -9.9320226, -25.5990853, -0.0259169, -0.0026681,  0.3252282, -0.9452766,  3.5393378,  2.2814979,  6.3705980, -0.4544703,  4.2945390,  6.1133305,  3.1633500,  4.2821707,  8.0316769,  5.4437484,  0.2406465,  1.5790637,  5.9116939, -0.8705080,  1.0731082,  1.9212423,  0.2436800,  1.8901629,  5.4605570,  1.5809195)    0    0   5.04553153  2 3.720  10.50640392
( 6.4273907, -11.6592023, -32.5414269, -0.3001116, -0.7280098,  0.5930454, -0.1680239,  0.7451732,  4.0176117,  2.5853833,  3.3091720,  4.9348451,  4.8851239,  6.7708890,  7.5429025,  1.2058771,  2.7139846,  3.6355411,  4.7606730,  5.2505908, -1.5604717,  2.2198367,  1.3597327,  3.5356137,  5.0647840,  2.8435197,  1.2344972)    0    0   9.46195095  4 3.480   7.48498329
(13.8332430, -16.4024210, -28.2307708,  0.6088270, -0.2016679,  0.4020014,  0.6534942,  8.1626272,  4.0696991,  3.4241743,  3.7513880,  0.4435612,  4.4496521,  7.4881150,  4.3242675,  1.4856756,  3.3092395,  5.1971408,  4.6305750,  5.9710193,  7.0106578,  2.8371509,  1.4959089,  1.9784837,  0.7080630,  1.4894654, -2.0177454)    0    0  10.92563295  1 3.800   7.08616694
( 0.5247128, -20.0007060, -20.7364326, -0.6246407,  0.2974602, -0.0200447, -0.7217615,  1.7119201,  5.5331079,  1.2707266,  2.5996797,  2.8223216,  1.0016085,  1.5076117,  2.0492347,  6.0181690,  4.2335150,  4.3689213, -0.5224727,  0.4138003,  6.0633072,  5.2794710,  6.0275700,  5.8710322,  1.7495679,  3.4863898,  3.6551783)    0    0   6.06815430  1 4.120   4.04976821
( 4.6514630, -6.3478767, -21.7045145, -0.2123270, -0.9771583, -0.0080677,  0.0037193,  4.8398851,  7.7701676,  2.7016137,  2.8505451,  6.2822674,  4.0743074,  4.3790242,  2.7457249,  3.0190131,  3.3142375, -0.3894740,  2.3765248,  2.9618059,  3.3204895,  3.4999246,  8.5317835,  5.0620780,  7.5839274,  2.5674057,  2.8888514)    0    0 -44.32889116  5 3.480 -21.68131456
( 9.2637808, -19.6948578, -23.4192135,  0.6014096, -0.5700746, -0.2898831,  0.4788415,  1.6426105,  4.0771975,  3.7960387,  2.9777361,  6.0285614,  3.1383324,  1.2513411,  4.2343609,  4.1608412,  3.2243101,  2.6386494,  4.0882989,  4.4760109,  6.5752539,  4.0499295,  5.9074843,  0.3885672,  5.2287109,  4.3733438,  0.8290770)    0    0  12.88266690  1 3.480   8.34213884
(12.2407757, -20.5225506, -27.1392953,  0.2652406, -0.4234035,  0.6436536,  0.5797300,  4.9694580,  4.9056936,  4.4641065,  6.2232207,  2.2759639,  7.1473238,  5.2948206,  6.1150108,  1.8523349,  5.2958848,  6.3013000,  6.9777964,  4.5738936,  3.0410387,  0.9936692,  1.9789769, -1.3525982,  3.7733268, -2.6037772,  5.2776906)    0    0   8.31132528  2 3.880   5.92552541
(-1.1007482, -13.8364498, -22.3216638,  0.4963534, -0.7031585,  0.4896651, -0.1393895,  5.6763512, -0.8327428,  3.1271465,  1.6331441,  2.4037934,  2.4472790,  5.5049241,  2.6647501,  5.6408338,  2.5975993,  5.2813095,  7.4603533,  4.1572546,  4.2269478,  3.0524292,  3.6678888,  9.1559967,  1.8395426,  5.2647250,  2.3142892)    0    0   3.27289919  1 3.800   4.22248484
( 3.1195040, -21.7552260, -20.3788586, -0.2006855,  0.1757304, -0.8082661,  0.5249287,  1.1680602,  3.3020244,  5.8600126,  0.1658230,  4.2644307,  1.1421496,  2.2225379,  6.2369734,  3.4488317, -0.2747422,  5.9175646,  4.6119465,  0.2622478,  3.5271141,  3.9200534,  4.0367990,  5.6064791,  7.3444726,  1.7276750,  3.4513753)    0    0  10.98480687  1 3.880   8.06726324
( 5.8924845, -9.9258338, -32.2630042, -0.3227031, -0.6463950,  0.6896156, -0.0496632,  3.3953964,  3.6426744,  1.3498964,  4.3239698,  7.1013843,  6.4672389,  6.3856908,  6.6189968, -0.4648589,  3.7868354,  2.7671558,  5.6063908,  1.9306802,  4.0376954,  2.5265875,  6.7136702, -3.2387634,  6.3917979,  1.7923228,  9.0708799)    0    0  12.93744626  0 4.200   8.65715529
( 5.4263777, -15.0993691, -19.7422966,  0.5087108, -0.5846903,  0.4188593, -0.4731886,  5.3499700,  0.5178413,  0.7460299,  5.9288810,  2.2744371,  6.0139858,  3.0671006,  5.1517765,  4.4355816,  5.6961756,  3.4891818,  3.5078442,  3.9496856,  4.7518969,  8.0548477,  4.7205705,  4.8221391,  7.4437861,  4.1697168,  7.5519795)    0    0   0.41927288  4 3.560   8.12815304
(14.5811666, -14.7398898, -29.4203583,  0.6559555, -0.1662204,  0.3748235,  0.6337196,  5.6412708, 12.1496814,  7.8933719,  6.1618470,  6.4900297,  5.6805166,  7.4803650,  0.3824179,  6.6786807, 10.9817588,  5.6775146,  5.5242868,  7.4081316,  2.0154520,  4.0261215,  3.0305988,  4.1579639,  3.7251862,  2.2257882,  5.0340558)    0    0  11.36111663  0 4.200   7.59987590
(-0.4168592, -18.2438422, -23.7021745,  0.8136537,  0.2251187, -0.0527041,  0.5333962,  4.7631207,  5.6966868,  0.7309991,  5.5015136,  1.4595953,  2.6257365, -0.6827435,  8.6768023,  7.1714403,  4.3841081,  4.0626887,  9.7807675,  7.2422119,  0.0819922, -1.9841304,  7.4631553, -0.1297097,  4.5699601,  5.4560144,  6.5609796)    0    0  13.93378980  0 4.120   9.82223135
( 6.3287944, -13.2460650, -22.4126997, -0.2965967,  0.2292935, -0.6096721,  0.6983944,  6.2824441,  5.5072918,  5.0370799,  4.6249958,  5.4035728,  9.0820717,  5.5597760,  2.7517545,  5.6298353,  0.2827202,  5.8008344,  7.5371936,  2.7782256,  4.3106574,  4.2737036,  6.4684152,  6.3539084,  8.6179677,  3.8489152,  4.9300936)    0    0  -7.55233163  2 3.480  -1.95126668
( 5.0763493, -22.6586426, -21.5621740, -0.0064836,  0.3901784, -0.8805503, -0.2689794,  4.8087548,  5.0061876,  1.4352499,  4.6085989,  5.7485836,  2.8501443,  4.5745165,  3.8766597,  5.3513536,  6.6970369,  8.8911950,  5.2746090, -0.7039991,  0.4753964,  5.8771738,  1.7962594,  1.8918708,  0.6710694,  7.4712961,  6.6459008)    0    0   8.95017472  0 4.200   5.98280348
