#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
( 7.0229029, -9.3106779, -29.5902029, -0.5840610, -0.3642288,  0.4393717, -0.5772024,  4.3820790,  1.9756752,  3.9104487,  3.8158170,  4.8624524,  4.5904140,  4.8226830,  4.4674617,  2.2925625,  2.3513299,  3.4556950,  6.8103616,  3.3504313,  3.7791059,  6.1489949,  3.3266300,  4.0852258,  7.8201981,  2.6607859,  6.6002183)    0    0  10.60393189  2 5.000   6.63742249
(11.2667947, -13.1779588, -22.0455296, -0.6933941, -0.2766097,  0.2906836, -0.5984937,  3.9973991,  1.1195248,  0.6199523,  4.5705743,  3.7373452,  3.3548470,  3.9608964,  5.2507548,  1.9327714,  7.5080835,  3.5581068,  5.0378734,  3.2163770,  4.6538493,  2.7516837,  3.8702887,  5.6741808,  2.2482891,  3.6087799,  7.0644487)    0    0  13.96765406 12 1.720  11.91799826
(10.2638037, -18.5552117, -23.5458663, -0.0024309,  0.2137721,  0.8517885, -0.4782802,  1.5435340,  3.7232823,  2.9200170,  6.2696882,  6.0438411,  4.9797128,  4.4123881,  1.3850529,  2.9241745,  3.8481865,  4.6779639,  2.5285244,  2.3219198,  4.4979392,  2.5682330,  3.5344300,  4.1175808,  9.1312574,  4.6682438,  3.5302366)    0    0  20.40643901  6 4.520  13.75242679
( 9.3280323, -14.2261452, -19.6775740,  0.4635580, -0.7013936,  0.4461968, -0.3067076,  3.2602347,  6.3865186,  2.6534752,  3.3616141,  7.4351265,  4.5908568,  2.9189229,  3.0466209,  3.9390951,  4.1057737,  4.2975544,  2.8625194,  3.1985068,  5.6021595,  6.6213173,  6.1378371,  3.1337970,  4.0309824,  5.7479070,  5.7995777)    0    0  -8.29889837  4 3.720   3.46209862
( 0.6641581, -14.0788290, -22.2531371, -0.7484101,  0.0825337,  0.6063955, -0.2556462, -3.5550968,  4.4126917,  6.5824650,  6.0513728,  1.0920984,  5.2642985,  3.2857317,  5.5048989,  5.4136612,  2.1792022,  1.6946344,  2.0091205,  2.0399067,  4.4024713,  6.6424878,  5.4691291,  3.5375518,  3.2415041,  3.5665977,  3.6063243)    0    0  20.18361586  2 5.000  13.41688654
( 8.3219964, -15.0700108, -26.7054006,  0.8058285,  0.2681138,  0.0964414,  0.5190805,  3.0061176,  1.7060951,  5.9486446,  4.4299113,  5.0863380,  3.2356323,  5.8240506,  4.7792162,  4.7243907,  3.3163625,  5.3327479,  3.4050771,  5.3220631,  6.1692884,  5.7123313,  3.2661563,  6.2805066,  2.9136949,  9.2288530,  1.8173215)    0    0  11.76687735  9 1.880   8.52988434
( 9.8753561, -14.5673797, -22.2057143,  0.6221727, -0.2999894,  0.3170771, -0.6498825,  7.7147167,  5.9596658,  1.8362868,  3.6090125,  3.4856760,  2.8437952,  4.2713831,  4.2842943,  3.8623484,  1.7577041,  4.2511899,  5.6454767,  1.3920848,  3.8025362,  3.5012717,  3.1059584,  4.8778962,  6.1765510,  4.0947687,  5.3493502)    0    0  16.02853240  1 4.840  11.05551282
( 5.5325502, -11.5022463, -30.0812035,  0.0459227,  0.1441102,  0.6013688,  0.7845246,  2.9845041,  4.3118252,  2.4678073,  3.0396464,  5.9514404,  1.9697341,  4.6988427,  8.1748997,  7.1578818,  5.1645690,  6.0874920,  1.7825039,  4.4831421,  5.0654613,  5.3352921,  1.7700551,  4.2668888,  6.4650703,  4.0630544,  5.1025956)    0    0  11.58949352  2 4.280   8.15172455
(10.2506863, -18.4106725, -23.9979984, -0.0031369,  0.2168863,  0.8507974, -0.4786266,  4.8206682,  4.8943578,  4.6015737,  3.5116801,  3.7723998,  5.7327251,  4.7796019,  2.0439265,  1.9424592,  4.0000710,  5.4208916,  4.1830535,  5.1637069,  7.2028155,  4.6958478,  2.8761796,  6.3246201,  5.2021885,  3.9462385,  5.5121725)    0    0  17.95509695  7 0.200  14.02186534
( 8.7259396, -14.8500430, -19.4949181,  0.5324741, -0.6993943,  0.3955890, -0.2661357,  1.9295858,  3.7129527,  2.4571541,  5.3179013,  3.3723476,  3.9118969,  0.1063726,  0.8745868,  4.9008043,  5.6194594,  5.3621182,  4.7897589,  4.9993000,  4.5849110,  3.1574231,  3.7420559,  3.2234122,  4.2763017,  3.4903715,  3.7842450)    0    0  -6.34088692  8 3.000   0.53116061
( 8.0950944, -14.8231359, -26.3412583,  0.8060535,  0.2652939,  0.0938683,  0.5206588,  2.2699917,  1.9667808,  6.1843109,  3.8640220,  4.0402816,  4.9488193,  4.7040670,  6.1450157,  4.3671668,  3.3721933,  2.7043087,  2.1635039,  1.0540742,  5.1409968,  7.6593665,  4.6704074, -0.1590070,  3.4162504,  5.6125120,  3.8839331)    0    0  14.08426068  2 5.000   9.33679840
( 6.8405511, -17.4317296, -18.2119455, -0.4947115,  0.5690309, -0.5784607,  0.3112034,  4.5882943,  5.3187729,  2.1839343,  1.7398529,  4.7454972,  5.2715369,  3.9919009,  6.4478511,  4.3827776,  1.4295116,  2.7192196,  1.8277147,  4.8404015,  2.9489770,  3.9179384,  4.7739186,  2.2026673,  4.4905389,  1.7208697,  6.6809238)    0    0   6.22295811  6 4.440   5.12155411
( 1.4286911, -11.5839550, -24.3799932, -0.2121086, -0.8141714, -0.2815937,  0.4613458,  1.9488199,  3.5847635,  4.4912121,  1.6817521,  3.9207351,  2.2290896,  6.3758617,  4.4298637,  0.8832711,  4.7672512,  6.2791919,  2.8381016,  3.6391111, 12.4202413,  8.0889655,  3.6113197,  5.3451354, -0.8524651,  0.9217050,  4.0975975)    0    0  24.42929033  0 5.000  16.41892399
(12.7126452, -12.8844855, -21.8111794, -0.7316905, -0.3014346,  0.2767780, -0.5449276,  2.1099130,  1.6684270,  4.5117120,  5.4463685,  0.8479389,  5.9341861,  2.6657834,  3.9591368,  3.3626241,  4.6679153,  4.2295469,  5.8155392,  4.0140747,  4.7246646,  3.8750002,  2.3750581,  5.2938505,  3.3269336,  3.3651177,  3.3409056)    0    0  16.78704511  9 3.000  11.95036981
( 1.7377436, -11.2219212, -24.2266975, -0.2126988, -0.8046614, -0.2859097,  0.4749051,  2.3933661,  3.2877423,  3.0339574,  3.3196188,  3.0873928,  4.6666688,  4.8689169,  1.5775596,  1.9203056,  5.2147392,  3.5465999,  6.5950993,  4.6431503,  7.4795084,  3.7657810,  1.7338882,  3.5201133,  3.9152790,  5.8563419,  3.2990542)    0    0  16.57837977  9 3.160  15.48323052
( 3.9785117, -14.4610646, -20.6006290,  0.5779271, -0.7447240,  0.3152780, -0.1094816,  4.8135504,  4.9288489,  2.9390859,  4.7270595,  1.8523410,  5.1224874,  6.5729146,  6.7701008,  7.1936846,  3.4920822,  2.4062954,  2.6728339,  5.1408629,  0.4460304,  3.4703313,  4.4721539,  2.7275842,  6.3319029,  2.5431870,  0.6839286)    0    0   8.35050392  5 3.000   9.29608918
(10.3110412, -18.5057075, -23.9953391, -0.0025844,  0.2128218,  0.8517185, -0.4788267,  2.2314140,  5.6654684,  4.0837506,  3.6864259,  4.8378010,  2.9352530,  4.8481039,  0.9271212,  2.3462068,  4.2570152,  5.3024204,  5.5289466,  1.7588752,  5.3305183,  2.1811287,  3.8596300,  4.1787074,  5.6865133,  2.3951472,  4.6052372)    0    0  20.37434531  7 3.080  14.00572779
( 5.6616863, -8.1386652, -17.6067634,  0.1477733, -0.6198234, -0.3402258,  0.6915406,  0.7433255,  2.0882811,  5.1530170,  8.9244294,  3.0215503,  7.6469542,  0.9937822,  0.9165288,  4.8984993,  8.3041481,  7.1093917, -0.1203325,  1.6203871,  3.6045111,  8.2966131,  2.9300557,  3.5285197,  1.6828824,  5.6196802,  3.2573891)    0    0 -48.20017358  1 5.000 -32.25877226
( 3.2723731, -14.1415153, -21.7430755,  0.5828160, -0.7399080,  0.2152874, -0.2579011,  3.3936587,  7.1467223,  1.6945005,  2.1209467,  5.0040411,  2.0125194,  2.9170666,  1.0625150,  4.8078967,  3.7767035,  4.1715733,  5.1513528,  2.7947327,  5.9652713,  7.4187520,  4.1261032,  3.6735400,  2.2000168,  2.5113617,  4.9825016)    0    0  15.93339656 10 4.600  10.38446718
( 1.7080548, -16.3848344, -21.9992165, -0.7786723,  0.0617741,  0.5561728, -0.2837696,  0.0151904,  2.6155833,  4.7223871,  3.2640063,  3.2272183,  4.6698438,  2.6473943,  6.7331639,  5.1962969,  2.8129134,  2.4669757,  5.0797439, -0.1033306,  2.4993835,  1.5823511,  6.6371370,  6.4229146,  7.3453434,  6.0059891,  3.2927819)    0    0  19.46988688  4 3.800  13.49352852
( 2.6423623, -13.9148341, -27.6735623, -0.1862505, -0.8481907, -0.3998209, -0.2932582,  5.0386060,  4.9606883,  3.4434614,  2.8739728,  8.2808488,  1.3496462,  6.0600111,  1.5320036,  1.6147673,  3.2430164,  3.6304688,  2.0558419,  4.7433157,  6.8252047,  0.2459996,  1.2236045,  4.1125869,  2.1130092,  4.9778927,  2.2687139)    0    0  14.78031517  1 5.000   9.93780412
( 8.1932871, -14.7419301, -26.5863424,  0.8059583,  0.2651564,  0.0940995,  0.5208278,  2.2319536,  2.8604240,  4.6297908,  3.7811690,  5.3578387,  5.5951599,  5.2534974,  5.6014807,  4.9587922,  1.8969257,  1.1848785,  5.2249524, -0.8906804,  7.4580731,  0.1175219,  6.4346488,  4.0347554,  4.5706191,  4.6604151,  6.2072375)    0    0  14.31272421  0 5.000   9.64755361
( 8.2880675, -9.6560385, -24.8896013, -0.6347077, -0.1367320,  0.4460386, -0.6160358,  6.1564049,  4.2407413,  4.9042285,  6.2737903,  3.5682101,  4.3575873,  6.3449064,  2.8009531,  2.1650640,  2.8874266,  2.0685074,  6.7227140,  8.2132225,  6.4988920,  7.8249519,  5.7780582,  7.5974724,  2.1649928,  4.0353703,  5.4648270)    0    0  18.56638578 11 2.600  13.99660315
( 2.7556607, -19.8813594, -21.5501100, -0.8417091,  0.0325000,  0.4199037, -0.3378615,  1.8416172,  6.7865444,  4.3274197,  2.8184671,  2.8253713,  2.0684085,  2.1283873,  8.2005183,  2.9274934,  6.1026620,  5.4475465,  2.0875735,  0.4576458,  3.1621942,  7.4794011,  4.1205606,  3.7909725,  4.0384706,  5.8257102,  4.3692146)    0    0  16.52762628  6 3.800  11.68388719
