#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(22.3060440,  2.1330437,  9.9020924, -0.3459576, -0.7673807, -0.2147211, -0.4953130, -0.1532588, -0.0776194,  0.1915744,  0.0874560, -0.7788080,  1.2083093,  0.7881513,  0.4246093,  0.6536864,  0.0352424, -0.7988917, -0.8540521, -0.4186502,  0.2273362,  0.6515892, -0.3260269, -0.6394714, -0.6633190,  0.0980070,  0.0309243)    0    0  12.71818591  1 4.440   8.28568225
(24.3183574, -6.7933593,  9.9839961, -0.0529227,  0.1312928,  0.8588700, -0.4922436,  1.2101456, -1.4878830, -0.1920957, -0.9221710, -1.6072006,  1.1881559,  0.3414827, -0.4090746, -0.0361769,  1.2665654,  2.5552686, -0.4344707, -0.5765406,  1.3467320,  0.1173102, -0.1917567,  0.2108818,  0.3339867, -0.0617679, -0.0158182)    0    0  23.84188574  0 5.000  15.89485584
(22.6706374, -9.2352027, 20.0595711,  0.7430177, -0.4139324, -0.4861600,  0.2004249,  0.5109496,  0.1875713, -0.8700077, -1.4781935, -0.8208156, -0.8650967, -0.3893518, -0.5873084, -0.3896932,  2.2355045,  0.2996349, -0.6948539,  1.4589897,  0.4905043, -0.7269563, -0.9824827, -2.0504993, -1.1839675,  0.1145287, -0.0884797)    0    0  13.01524056  0 5.000   8.67682704
(19.0697871, -2.1250360, 17.9253431,  0.0281443, -0.1851258, -0.8834631,  0.4294522, -0.7423255, -0.1455166, -0.0329271,  0.9161131, -2.0501914, -0.7547898,  0.0287653, -0.5145127, -0.0472458,  0.7364316,  0.3847537, -0.9516587, -2.5965308,  0.8066569,  0.2028901,  1.4851868, -2.1740751, -0.5983335,  0.7460496, -0.5538045)    0    0  27.50987721  2 5.000  18.39665201
(21.9771963,  0.6380739, 13.8462870,  0.0111324, -0.8425399, -0.2430866, -0.4805325, -1.2276592,  0.0557959,  0.5960622, -1.4018773, -0.0049856,  0.1402113, -0.4905773,  0.0593684, -0.2142975, -0.2892627, -0.1851058,  1.3268693,  0.0380343, -0.5541556, -1.1547639,  2.2693269, -1.4322071, -0.1728452, -1.3365903,  0.4737162)    0    0  23.91721430  0 0.400  15.81704289
(24.0521971, -6.8655599, 10.3075558, -0.0529227,  0.1312928,  0.8588700, -0.4922435,  1.2386234, -1.6028878, -0.2396476, -0.9134535, -1.6235701,  1.2677037,  0.3872913, -0.4469907, -0.1221357,  1.3550571,  2.3772143, -0.4549224, -0.6186566,  1.2614157,  0.1498259, -0.1960967,  0.2008816,  0.3100003, -0.2718716, -0.0566924)    0    0  23.54837889  6 3.880  15.82860013
(23.2252449, -4.8702017, 11.4370318, -0.5454032, -0.6812416,  0.2284275, -0.4315857,  0.3746828, -1.5598608,  1.0147541,  1.7621139, -2.1651771,  0.9081960,  0.6255414, -0.2110128,  2.3676855, -1.2386891, -1.4035309,  0.0141943,  0.5576575, -0.2108106, -0.7378368, -0.6435047, -1.8642380,  0.0445814, -1.1644812, -2.3823726)    0    0  26.83668325  6 0.520  17.93364517
(22.2958602,  2.1289185,  9.7073917, -0.3459576, -0.7673807, -0.2147211, -0.4953130, -0.0108446, -0.0290683,  0.2960723,  0.2534025, -0.6712834,  1.1096061,  0.7792000,  0.6222254,  0.6815754,  0.1979516, -0.7908019, -0.8320140, -0.4615175,  0.2680858,  0.6465834, -0.2917078, -0.6831033, -0.6635163,  0.1534818,  0.0095999)    0    0  11.43253147  8 0.280   7.82104494
(24.1370072, -6.8367244, 10.2016433, -0.0529227,  0.1312928,  0.8588700, -0.4922436,  1.2154892, -1.5098304, -0.2011902, -0.9204706, -1.6105916,  1.2034416,  0.3499728, -0.4161198, -0.0526957,  1.2835645,  2.3449886, -0.4548787, -0.6191242,  1.2490631,  0.1516030, -0.2024607,  0.1988310,  0.3111762, -0.2881541, -0.0646748)    0    0  23.72620691  2 1.280  15.88666764
(19.4997891, -1.9643870, 17.7891744,  0.0281443, -0.1851258, -0.8834631,  0.4294522, -0.8860641, -0.0051016, -0.0419467,  1.0506056, -2.3207324, -0.7593328,  0.0787842, -0.5999940,  0.0168421,  0.8870993,  0.3948972, -1.1618570, -2.7246814,  0.6449891,  0.4861331,  1.5564040, -2.0920204, -0.6510879,  0.6546899, -0.6920376)    0    0  27.33300619  7 3.240  18.25906060
