#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(22.3060440,  2.1330437,  9.9020924, -0.3459576, -0.7673807, -0.2147211, -0.4953130, -0.1532588, -0.0776194,  0.1915744,  0.0874560, -0.7788080,  1.2083093,  0.7881513,  0.4246093,  0.6536864,  0.0352424, -0.7988917, -0.8540521, -0.4186502,  0.2273362,  0.6515892, -0.3260269, -0.6394714, -0.6633190,  0.0980070,  0.0309243)    0    0  13.33687958  0 5.000   8.89376223
(24.3183574, -6.7933593,  9.9839961, -0.0529227,  0.1312928,  0.8588700, -0.4922436,  1.2101456, -1.4878830, -0.1920957, -0.9221710, -1.6072006,  1.1881559,  0.3414827, -0.4090746, -0.0361769,  1.2665654,  2.5552686, -0.4344707, -0.5765406,  1.3467320,  0.1173102, -0.1917567,  0.2108818,  0.3339867, -0.0617679, -0.0158182)    0    0  23.84228135  0 5.000  15.89485584
(22.6706374, -9.2352027, 20.0595711,  0.7430177, -0.4139324, -0.4861600,  0.2004249,  0.5109496,  0.1875713, -0.8700077, -1.4781935, -0.8208156, -0.8650967, -0.3893518, -0.5873084, -0.3896932,  2.2355045,  0.2996349, -0.6948539,  1.4589897,  0.4905043, -0.7269563, -0.9824827, -2.0504993, -1.1839675,  0.1145287, -0.0884797)    0    0  13.01524056  0 5.000   8.67682704
(19.0817558, -2.1990354, 17.7914251,  0.0281443, -0.1851258, -0.8834631,  0.4294522, -0.7404788, -0.1420728, -0.0330520,  0.9173328, -2.0474641, -0.7521627,  0.0267622, -0.5142455, -0.0495821,  0.7362351,  0.3853317, -0.9529971, -2.6019303,  0.8072546,  0.2072715,  1.4863136, -2.1773065, -0.5987235,  0.7464138, -0.5554230)    0    0  27.53272418  2 5.000  18.38306502
(21.6874150,  0.6910324, 13.4991168,  0.0111324, -0.8425399, -0.2430866, -0.4805325, -1.2156464,  0.1012775,  0.4196717, -1.3431639,  0.0603475,  0.1179745, -0.4252562, -0.0374406, -0.0753039, -0.3542813,  0.0440404,  1.4170526,  0.1970091, -0.4115887, -1.2314941,  2.3531161, -1.4954577, -0.2183061, -1.3109710,  0.2721999)    0    0  24.54703648 11 0.000  16.60238419
(24.6879389, -6.7228684,  9.5529978, -0.0529227,  0.1312928,  0.8588700, -0.4922436,  1.1948979, -1.4714131, -0.1878522, -0.9193509, -1.6202582,  1.1841297,  0.3170283, -0.3918380, -0.0280672,  1.2615459,  2.3972101, -0.3154442, -0.5282702,  1.3952005,  0.1554972, -0.2217049,  0.1991547,  0.4952374,  0.1569745, -0.2250518)    0    0  23.68215626  2 4.120  15.98201459
(23.2416658, -5.6971718, 11.5267313, -0.5454036, -0.6812418,  0.2284285, -0.4315843,  0.3918045, -1.6223511,  1.0185214,  1.7927293, -2.1873626,  0.9391702,  0.5870308, -0.2500514,  2.4106439, -1.2493612, -1.3276617,  0.0264089,  0.3689198, -0.4010926, -0.6643957, -0.9158904, -1.6622013,  0.0561262, -1.1165779, -2.3072072)    0    0  26.64721580  9 0.120  17.76429009
(22.4004627,  2.1296121,  9.8766125, -0.3459576, -0.7673807, -0.2147211, -0.4953130, -0.1665567, -0.0759475,  0.1348293,  0.0653927, -0.6863081,  1.1868836,  0.7667035,  0.3302988,  0.6051140, -0.0138944, -0.7412105, -0.7744790, -0.4458662,  0.2613965,  0.6580540, -0.2800229, -0.6814009, -0.6163467,  0.1188658, -0.0706893)    0    0  10.93625384  5 0.480   6.81328606
(24.1290743, -6.8070473, 10.1899593, -0.0529227,  0.1312928,  0.8588700, -0.4922436,  1.1710806, -1.5532194, -0.2318133, -0.8971212, -1.6916774,  1.2694636,  0.2797537, -0.3728878, -0.1052202,  1.3543468,  2.4596322, -0.3151702, -0.4899276,  1.4173106,  0.1181101, -0.2466972,  0.2019534,  0.4977096,  0.2724499, -0.1779324)    0    0  23.53790319  5 0.560  15.86976050
(18.9338160, -2.4550059, 17.5893309,  0.0281443, -0.1851258, -0.8834631,  0.4294522, -0.7624469, -0.0051652, -0.0352563,  1.0347164, -2.1460958, -0.6911902, -0.0029951, -0.5762175, -0.0779457,  0.8265036,  0.3744758, -0.9585199, -2.5059864,  0.7677540,  0.1588592,  1.4735955, -2.0938175, -0.5989375,  0.7235176, -0.5430581)    0    0  27.20155679  9 0.600  17.90437548
